Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,State,City,Product_ID,Product_Name,Category,Sub_Category,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Mode,Order_Priority
ORD-10595,2023-08-19,2023-08-21,CUST-531,Customer_285,Consumer,South,Illinois,Miami,PROD-5709,Monitor,Furniture,Phones,2284.54,6,0.25,-114.23,55.17,Credit Card,High
ORD-10596,2023-08-20,2023-08-22,CUST-440,Customer_204,Consumer,East,Illinois,New York City,PROD-5507,Office Chair,Furniture,Accessories,1272.47,9,0.13,89.07,54.13,UPI,High
ORD-10597,2023-08-21,2023-08-23,CUST-650,Customer_164,Consumer,East,California,Los Angeles,PROD-7575,Office Chair,Furniture,Tables,3959.93,9,0.27,-277.2,38.44,COD,Medium
ORD-10598,2023-08-22,2023-08-24,CUST-711,Customer_251,Corporate,Central,Florida,Los Angeles,PROD-5773,Office Chair,Furniture,Phones,3190.95,4,0.01,606.28,30.99,COD,Medium
ORD-10599,2023-08-23,2023-08-25,CUST-388,Customer_227,Corporate,East,California,New York City,PROD-5468,Monitor,Office Supplies,Chairs,2686.92,1,0.05,403.04,67.69,Credit Card,High
ORD-10600,2023-08-24,2023-08-26,CUST-353,Customer_7,Corporate,Central,Illinois,Houston,PROD-6192,Office Chair,Furniture,Accessories,1993.0,2,0.27,-139.51,61.88,COD,Low
ORD-10601,2023-08-25,2023-08-27,CUST-833,Customer_29,Home Office,South,Texas,Miami,PROD-4320,Printer,Technology,Phones,1492.35,8,0.08,179.08,29.09,UPI,Medium
ORD-10602,2023-08-26,2023-08-28,CUST-456,Customer_33,Consumer,South,Texas,Miami,PROD-5698,Storage Box,Furniture,Tables,4122.55,8,0.34,-577.16,12.73,Credit Card,Medium
ORD-10603,2023-08-27,2023-08-29,CUST-122,Customer_134,Home Office,East,California,New York City,PROD-5311,Laptop,Technology,Tables,2284.47,2,0.02,411.2,10.39,UPI,High
ORD-10604,2023-08-28,2023-08-30,CUST-861,Customer_79,Corporate,West,Illinois,Houston,PROD-4673,Laptop,Furniture,Chairs,2532.16,4,0.09,278.54,12.07,UPI,Low
ORD-10605,2023-08-29,2023-08-31,CUST-621,Customer_58,Home Office,Central,Texas,Los Angeles,PROD-2564,Desk,Office Supplies,Tables,2628.1,1,0.4,-525.62,48.72,UPI,Medium
ORD-10606,2023-08-30,2023-09-01,CUST-857,Customer_26,Consumer,Central,Illinois,Chicago,PROD-2840,Printer,Furniture,Tables,2269.42,7,0.17,68.08,8.87,UPI,High
ORD-10607,2023-08-31,2023-09-02,CUST-936,Customer_226,Consumer,East,Texas,Chicago,PROD-7058,Office Chair,Furniture,Phones,1317.64,4,0.28,-105.41,30.27,UPI,Medium
ORD-10608,2023-09-01,2023-09-03,CUST-199,Customer_285,Corporate,Central,Illinois,New York City,PROD-8131,Office Chair,Office Supplies,Accessories,645.69,8,0.07,83.94,61.49,Credit Card,Low
ORD-10609,2023-09-02,2023-09-04,CUST-901,Customer_4,Corporate,Central,New York,Houston,PROD-1726,Phone,Furniture,Storage,537.76,9,0.24,-21.51,27.08,UPI,High
ORD-10610,2023-09-03,2023-09-05,CUST-279,Customer_99,Home Office,West,Illinois,Houston,PROD-7697,Phone,Technology,Tables,3799.44,9,0.29,-341.95,62.25,Credit Card,High
ORD-10611,2023-09-04,2023-09-06,CUST-322,Customer_39,Corporate,West,Illinois,Miami,PROD-1282,Desk,Furniture,Tables,1156.46,3,0.13,80.95,60.91,COD,Low
ORD-10612,2023-09-05,2023-09-07,CUST-861,Customer_271,Corporate,East,California,Los Angeles,PROD-2081,Office Chair,Furniture,Storage,325.58,5,0.33,-42.33,23.44,UPI,High
ORD-10613,2023-09-06,2023-09-08,CUST-758,Customer_285,Consumer,West,New York,Houston,PROD-4885,Desk,Furniture,Tables,3997.71,6,0.24,-159.91,59.66,UPI,Low
ORD-10614,2023-09-07,2023-09-09,CUST-541,Customer_157,Corporate,East,Florida,Chicago,PROD-3881,Printer,Office Supplies,Phones,812.61,6,0.16,32.5,61.08,COD,High
ORD-10615,2023-09-08,2023-09-10,CUST-707,Customer_75,Corporate,South,California,Los Angeles,PROD-3970,Laptop,Furniture,Phones,3144.47,8,0.22,-62.89,34.81,Credit Card,Low
ORD-10616,2023-09-09,2023-09-11,CUST-868,Customer_288,Consumer,East,Florida,Los Angeles,PROD-7985,Office Chair,Furniture,Storage,1726.28,6,0.23,-51.79,20.78,UPI,Medium
ORD-10617,2023-09-10,2023-09-12,CUST-424,Customer_130,Consumer,South,Texas,New York City,PROD-1947,Storage Box,Technology,Tables,676.08,6,0.07,87.89,44.1,COD,Medium
ORD-10618,2023-09-11,2023-09-13,CUST-615,Customer_175,Home Office,East,Florida,Houston,PROD-5760,Monitor,Furniture,Tables,2101.68,4,0.16,84.07,74.1,COD,Medium
ORD-10619,2023-09-12,2023-09-14,CUST-115,Customer_84,Corporate,Central,Illinois,New York City,PROD-1066,Printer,Furniture,Accessories,123.3,7,0.14,7.4,52.97,UPI,High
ORD-10620,2023-09-13,2023-09-15,CUST-891,Customer_22,Consumer,West,Florida,Houston,PROD-9828,Office Chair,Furniture,Tables,4213.17,8,0.16,168.53,17.97,Credit Card,Low
ORD-10621,2023-09-14,2023-09-16,CUST-435,Customer_27,Home Office,South,California,Miami,PROD-9505,Monitor,Furniture,Phones,2591.81,3,0.3,-259.18,56.21,Credit Card,Low
ORD-10622,2023-09-15,2023-09-17,CUST-858,Customer_195,Home Office,East,California,New York City,PROD-1564,Storage Box,Technology,Chairs,738.84,7,0.19,7.39,37.04,UPI,Medium
ORD-10623,2023-09-16,2023-09-18,CUST-357,Customer_236,Corporate,West,Florida,New York City,PROD-4670,Phone,Technology,Chairs,1223.05,3,0.38,-220.15,49.36,COD,Medium
ORD-10624,2023-09-17,2023-09-19,CUST-596,Customer_92,Corporate,East,California,Chicago,PROD-3251,Desk,Office Supplies,Chairs,2267.48,8,0.12,181.4,60.05,UPI,Medium
ORD-10625,2023-09-18,2023-09-20,CUST-995,Customer_21,Home Office,West,California,New York City,PROD-1804,Phone,Furniture,Chairs,984.9,1,0.17,29.55,43.62,Credit Card,Low
ORD-10626,2023-09-19,2023-09-21,CUST-259,Customer_84,Consumer,West,Florida,Houston,PROD-5631,Laptop,Office Supplies,Tables,1379.57,1,0.31,-151.75,66.05,COD,Medium
ORD-10627,2023-09-20,2023-09-22,CUST-574,Customer_262,Home Office,East,New York,Chicago,PROD-2235,Phone,Office Supplies,Tables,2695.21,6,0.22,-53.9,59.16,UPI,High
ORD-10628,2023-09-21,2023-09-23,CUST-951,Customer_147,Corporate,South,New York,New York City,PROD-7720,Office Chair,Furniture,Accessories,4171.41,9,0.22,-83.43,51.13,COD,Medium
ORD-10629,2023-09-22,2023-09-24,CUST-763,Customer_257,Consumer,South,Texas,New York City,PROD-7906,Storage Box,Technology,Tables,2039.11,4,0.02,367.04,16.31,Credit Card,Medium
ORD-10630,2023-09-23,2023-09-25,CUST-789,Customer_58,Consumer,Central,California,Miami,PROD-7016,Phone,Technology,Chairs,3599.03,6,0.16,143.96,67.7,Credit Card,Low
ORD-10631,2023-09-24,2023-09-26,CUST-774,Customer_15,Home Office,West,Florida,New York City,PROD-4549,Office Chair,Furniture,Storage,4389.59,5,0.11,395.06,75.19,Credit Card,High
ORD-10632,2023-09-25,2023-09-27,CUST-479,Customer_162,Corporate,Central,California,Los Angeles,PROD-8938,Laptop,Furniture,Storage,1120.69,1,0.4,-224.14,15.27,UPI,Low
ORD-10633,2023-09-26,2023-09-28,CUST-644,Customer_163,Home Office,Central,Illinois,Chicago,PROD-5141,Monitor,Technology,Phones,4045.6,6,0.12,323.65,41.62,COD,High
ORD-10634,2023-09-27,2023-09-29,CUST-790,Customer_281,Home Office,East,California,Los Angeles,PROD-7966,Storage Box,Furniture,Phones,3799.14,9,0.35,-569.87,24.42,UPI,High
ORD-10635,2023-09-28,2023-09-30,CUST-526,Customer_280,Home Office,East,California,Chicago,PROD-6335,Phone,Furniture,Tables,1816.84,3,0.27,-127.18,61.59,UPI,Medium
ORD-10636,2023-09-29,2023-10-01,CUST-712,Customer_12,Consumer,East,New York,Miami,PROD-6077,Desk,Furniture,Storage,4948.12,3,0.14,296.89,59.12,UPI,Medium
ORD-10637,2023-09-30,2023-10-02,CUST-367,Customer_274,Consumer,West,Florida,New York City,PROD-6611,Desk,Technology,Chairs,1349.73,2,0.22,-26.99,15.57,UPI,Low
ORD-10638,2023-10-01,2023-10-03,CUST-934,Customer_271,Corporate,East,California,New York City,PROD-9089,Storage Box,Office Supplies,Chairs,1311.28,4,0.34,-183.58,70.78,COD,Low
ORD-10639,2023-10-02,2023-10-04,CUST-676,Customer_208,Corporate,East,New York,New York City,PROD-3892,Desk,Office Supplies,Chairs,3872.68,3,0.35,-580.9,18.57,COD,Low
ORD-10640,2023-10-03,2023-10-05,CUST-516,Customer_27,Home Office,West,Texas,Chicago,PROD-6577,Phone,Furniture,Tables,2201.55,2,0.06,308.22,64.79,UPI,High
ORD-10641,2023-10-04,2023-10-06,CUST-267,Customer_72,Home Office,West,New York,New York City,PROD-4618,Phone,Technology,Tables,1687.44,1,0.14,101.25,39.27,UPI,Low
ORD-10642,2023-10-05,2023-10-07,CUST-941,Customer_60,Home Office,South,New York,Los Angeles,PROD-2559,Storage Box,Furniture,Accessories,934.38,3,0.13,65.41,29.62,Credit Card,High
ORD-10643,2023-10-06,2023-10-08,CUST-142,Customer_145,Corporate,East,New York,New York City,PROD-7683,Phone,Technology,Chairs,3838.4,6,0.02,690.91,16.87,Credit Card,High
ORD-10644,2023-10-07,2023-10-09,CUST-655,Customer_93,Consumer,East,California,Miami,PROD-2507,Monitor,Furniture,Chairs,3942.29,9,0.24,-157.69,17.57,COD,High
ORD-10645,2023-10-08,2023-10-10,CUST-384,Customer_8,Consumer,East,California,Los Angeles,PROD-3063,Office Chair,Technology,Tables,2854.49,5,0.34,-399.63,54.64,Credit Card,High
ORD-10646,2023-10-09,2023-10-11,CUST-496,Customer_79,Home Office,South,Texas,New York City,PROD-4642,Laptop,Technology,Tables,4788.7,3,0.15,239.44,46.28,COD,High
ORD-10647,2023-10-10,2023-10-12,CUST-111,Customer_27,Home Office,East,Illinois,New York City,PROD-3000,Monitor,Office Supplies,Accessories,1624.91,5,0.3,-162.49,14.16,COD,Medium
ORD-10648,2023-10-11,2023-10-13,CUST-706,Customer_174,Home Office,South,Illinois,Houston,PROD-2294,Monitor,Furniture,Accessories,1137.11,5,0.25,-56.86,13.45,COD,High
ORD-10649,2023-10-12,2023-10-14,CUST-401,Customer_50,Home Office,Central,Illinois,Chicago,PROD-5065,Desk,Office Supplies,Phones,3403.46,5,0.15,170.17,10.42,Credit Card,High
ORD-10650,2023-10-13,2023-10-15,CUST-997,Customer_199,Corporate,South,Texas,Los Angeles,PROD-9014,Office Chair,Office Supplies,Storage,3804.12,7,0.06,532.58,60.78,Credit Card,Medium
ORD-10651,2023-10-14,2023-10-16,CUST-352,Customer_181,Consumer,Central,Illinois,Houston,PROD-2603,Storage Box,Technology,Chairs,1163.28,5,0.28,-93.06,58.39,COD,Medium
ORD-10652,2023-10-15,2023-10-17,CUST-598,Customer_24,Home Office,East,Illinois,Miami,PROD-2322,Desk,Furniture,Chairs,429.22,7,0.34,-60.09,9.38,COD,Medium
ORD-10653,2023-10-16,2023-10-18,CUST-853,Customer_46,Corporate,Central,New York,Chicago,PROD-6956,Office Chair,Technology,Accessories,4062.06,9,0.27,-284.34,47.02,UPI,Low
ORD-10654,2023-10-17,2023-10-19,CUST-134,Customer_15,Home Office,South,California,Los Angeles,PROD-3441,Phone,Technology,Accessories,4883.68,5,0.01,927.9,11.35,COD,Low
ORD-10655,2023-10-18,2023-10-20,CUST-826,Customer_153,Home Office,West,California,New York City,PROD-2098,Storage Box,Technology,Phones,3241.13,2,0.09,356.52,72.78,COD,High
ORD-10656,2023-10-19,2023-10-21,CUST-948,Customer_222,Consumer,Central,New York,Los Angeles,PROD-6073,Storage Box,Furniture,Storage,1425.44,5,0.03,242.32,73.03,UPI,High
ORD-10657,2023-10-20,2023-10-22,CUST-189,Customer_206,Home Office,Central,New York,New York City,PROD-9488,Desk,Furniture,Phones,4983.53,8,0.23,-149.51,57.37,COD,High
ORD-10658,2023-10-21,2023-10-23,CUST-875,Customer_273,Consumer,East,New York,Chicago,PROD-4787,Phone,Technology,Storage,4471.67,4,0.3,-447.17,74.46,COD,High
ORD-10659,2023-10-22,2023-10-24,CUST-704,Customer_236,Consumer,South,California,New York City,PROD-3096,Desk,Furniture,Chairs,2591.23,2,0.04,414.6,65.86,COD,Medium
ORD-10660,2023-10-23,2023-10-25,CUST-701,Customer_228,Consumer,Central,Illinois,Miami,PROD-3208,Printer,Technology,Phones,4135.34,3,0.34,-578.95,67.14,UPI,Low
ORD-10661,2023-10-24,2023-10-26,CUST-517,Customer_9,Corporate,Central,New York,New York City,PROD-6988,Office Chair,Furniture,Accessories,4088.31,9,0.22,-81.77,47.73,Credit Card,Medium
ORD-10662,2023-10-25,2023-10-27,CUST-214,Customer_166,Corporate,Central,Texas,Miami,PROD-1175,Printer,Furniture,Phones,4677.25,9,0.28,-374.18,27.95,COD,Low
ORD-10663,2023-10-26,2023-10-28,CUST-716,Customer_214,Consumer,Central,New York,Chicago,PROD-8169,Office Chair,Office Supplies,Phones,4212.57,8,0.39,-800.39,21.33,UPI,Medium
ORD-10664,2023-10-27,2023-10-29,CUST-295,Customer_117,Home Office,West,Florida,Chicago,PROD-7014,Laptop,Technology,Chairs,3236.21,8,0.03,550.16,29.54,COD,High
ORD-10665,2023-10-28,2023-10-30,CUST-925,Customer_72,Consumer,South,New York,Los Angeles,PROD-2667,Monitor,Office Supplies,Accessories,3066.05,8,0.36,-490.57,52.14,UPI,Low
ORD-10666,2023-10-29,2023-10-31,CUST-600,Customer_64,Home Office,East,California,Miami,PROD-9867,Storage Box,Office Supplies,Accessories,2363.42,8,0.05,354.51,17.95,COD,High
ORD-10667,2023-10-30,2023-11-01,CUST-725,Customer_205,Consumer,East,New York,Miami,PROD-2823,Desk,Technology,Tables,3151.1,8,0.16,126.04,24.4,UPI,Low
ORD-10668,2023-10-31,2023-11-02,CUST-592,Customer_209,Home Office,West,Florida,Houston,PROD-6147,Laptop,Technology,Tables,3986.32,1,0.34,-558.08,40.1,Credit Card,Low
ORD-10669,2023-11-01,2023-11-03,CUST-174,Customer_72,Corporate,South,Texas,Houston,PROD-2356,Laptop,Furniture,Tables,4846.74,6,0.36,-775.48,22.48,Credit Card,High
ORD-10670,2023-11-02,2023-11-04,CUST-512,Customer_277,Home Office,Central,Illinois,Houston,PROD-4072,Storage Box,Technology,Chairs,2363.07,9,0.2,0.0,49.15,Credit Card,High
ORD-10671,2023-11-03,2023-11-05,CUST-475,Customer_274,Consumer,West,New York,New York City,PROD-4259,Storage Box,Office Supplies,Phones,2889.58,8,0.24,-115.58,74.24,COD,High
ORD-10672,2023-11-04,2023-11-06,CUST-519,Customer_95,Corporate,South,Florida,Houston,PROD-7199,Office Chair,Office Supplies,Accessories,2251.79,3,0.28,-180.14,61.11,UPI,Medium
ORD-10673,2023-11-05,2023-11-07,CUST-828,Customer_166,Home Office,Central,Florida,Miami,PROD-1546,Printer,Technology,Accessories,3359.02,1,0.33,-436.67,54.98,COD,Low
ORD-10674,2023-11-06,2023-11-08,CUST-376,Customer_32,Home Office,West,Texas,New York City,PROD-6231,Phone,Office Supplies,Phones,3168.11,2,0.05,475.22,48.7,COD,Low
ORD-10675,2023-11-07,2023-11-09,CUST-860,Customer_11,Home Office,South,California,Chicago,PROD-8965,Office Chair,Furniture,Accessories,138.28,2,0.32,-16.59,41.6,UPI,Low
ORD-10676,2023-11-08,2023-11-10,CUST-775,Customer_217,Home Office,East,New York,Los Angeles,PROD-3083,Phone,Office Supplies,Phones,2728.75,7,0.19,27.29,18.99,COD,High
ORD-10677,2023-11-09,2023-11-11,CUST-493,Customer_289,Home Office,East,Florida,Houston,PROD-3040,Laptop,Furniture,Chairs,488.01,6,0.18,9.76,72.1,UPI,Low
ORD-10678,2023-11-10,2023-11-12,CUST-968,Customer_102,Corporate,South,Texas,Chicago,PROD-5534,Phone,Office Supplies,Chairs,180.6,2,0.17,5.42,23.64,UPI,Low
ORD-10679,2023-11-11,2023-11-13,CUST-556,Customer_267,Corporate,East,Illinois,Miami,PROD-2752,Printer,Furniture,Chairs,3966.43,8,0.2,0.0,11.85,Credit Card,High
ORD-10680,2023-11-12,2023-11-14,CUST-291,Customer_214,Corporate,South,Florida,Los Angeles,PROD-2849,Office Chair,Furniture,Phones,1330.32,9,0.38,-239.46,61.25,Credit Card,High
ORD-10681,2023-11-13,2023-11-15,CUST-838,Customer_179,Corporate,Central,Texas,Chicago,PROD-3642,Storage Box,Technology,Phones,1736.24,7,0.22,-34.72,18.17,Credit Card,Low
ORD-10682,2023-11-14,2023-11-16,CUST-788,Customer_88,Consumer,South,California,Los Angeles,PROD-2600,Printer,Furniture,Storage,367.22,4,0.38,-66.1,32.89,UPI,Medium
ORD-10683,2023-11-15,2023-11-17,CUST-198,Customer_41,Corporate,Central,California,Houston,PROD-5402,Monitor,Technology,Accessories,938.53,1,0.07,122.01,7.12,Credit Card,High
ORD-10684,2023-11-16,2023-11-18,CUST-647,Customer_76,Home Office,West,Florida,Miami,PROD-4799,Printer,Office Supplies,Accessories,3839.74,4,0.29,-345.58,15.28,UPI,Medium
ORD-10685,2023-11-17,2023-11-19,CUST-195,Customer_46,Home Office,South,Florida,Los Angeles,PROD-1618,Monitor,Office Supplies,Storage,2492.98,4,0.32,-299.16,17.99,COD,Medium
ORD-10686,2023-11-18,2023-11-20,CUST-763,Customer_160,Corporate,West,New York,Chicago,PROD-2132,Office Chair,Office Supplies,Storage,4409.31,8,0.27,-308.65,9.08,Credit Card,Medium
ORD-10687,2023-11-19,2023-11-21,CUST-762,Customer_80,Home Office,East,Texas,Houston,PROD-6491,Storage Box,Furniture,Chairs,2016.35,4,0.24,-80.65,54.25,UPI,Medium
ORD-10688,2023-11-20,2023-11-22,CUST-289,Customer_86,Corporate,Central,Florida,Houston,PROD-6795,Printer,Office Supplies,Storage,1380.07,4,0.23,-41.4,67.78,UPI,High
ORD-10689,2023-11-21,2023-11-23,CUST-835,Customer_92,Home Office,South,New York,Chicago,PROD-8633,Monitor,Office Supplies,Phones,1770.62,2,0.34,-247.89,33.0,UPI,Low
ORD-10690,2023-11-22,2023-11-24,CUST-136,Customer_148,Consumer,West,New York,Chicago,PROD-2487,Storage Box,Technology,Tables,3578.22,7,0.33,-465.17,70.59,UPI,Low
ORD-10691,2023-11-23,2023-11-25,CUST-879,Customer_161,Consumer,Central,Florida,Los Angeles,PROD-8848,Desk,Technology,Phones,2797.28,4,0.05,419.59,21.0,Credit Card,High
ORD-10692,2023-11-24,2023-11-26,CUST-468,Customer_202,Corporate,Central,California,New York City,PROD-6009,Desk,Office Supplies,Storage,4525.75,6,0.34,-633.6,29.4,Credit Card,High
ORD-10693,2023-11-25,2023-11-27,CUST-794,Customer_242,Corporate,East,Texas,Houston,PROD-3113,Desk,Office Supplies,Accessories,3030.74,3,0.17,90.92,16.31,Credit Card,Medium
ORD-10694,2023-11-26,2023-11-28,CUST-624,Customer_2,Corporate,East,Texas,Los Angeles,PROD-2044,Phone,Furniture,Phones,2490.44,7,0.1,249.04,51.54,UPI,Medium
ORD-10695,2023-11-27,2023-11-29,CUST-378,Customer_225,Home Office,Central,California,Chicago,PROD-3431,Printer,Furniture,Accessories,3939.48,6,0.35,-590.92,36.49,COD,High
ORD-10696,2023-11-28,2023-11-30,CUST-316,Customer_289,Corporate,Central,Florida,Los Angeles,PROD-8979,Office Chair,Office Supplies,Phones,4740.29,3,0.17,142.21,51.0,UPI,Low
ORD-10697,2023-11-29,2023-12-01,CUST-966,Customer_233,Consumer,South,Texas,Chicago,PROD-2582,Office Chair,Technology,Accessories,1811.44,4,0.32,-217.37,62.13,COD,Medium
ORD-10698,2023-11-30,2023-12-02,CUST-972,Customer_77,Home Office,Central,Florida,Miami,PROD-2308,Phone,Office Supplies,Phones,1286.89,5,0.11,115.82,45.93,Credit Card,High
ORD-10699,2023-12-01,2023-12-03,CUST-897,Customer_116,Corporate,South,Florida,Chicago,PROD-5917,Office Chair,Furniture,Accessories,3100.28,9,0.0,620.06,52.07,UPI,High
ORD-10700,2023-12-02,2023-12-04,CUST-372,Customer_154,Home Office,Central,New York,Chicago,PROD-9793,Monitor,Technology,Tables,2519.42,6,0.2,0.0,75.14,UPI,High
ORD-10701,2023-12-03,2023-12-05,CUST-980,Customer_103,Home Office,East,California,Chicago,PROD-2620,Desk,Technology,Chairs,4946.47,4,0.04,791.44,27.43,Credit Card,Medium
ORD-10702,2023-12-04,2023-12-06,CUST-161,Customer_194,Corporate,South,Florida,New York City,PROD-8503,Printer,Furniture,Phones,2338.69,7,0.3,-233.87,31.94,UPI,High
ORD-10703,2023-12-05,2023-12-07,CUST-695,Customer_166,Home Office,West,Illinois,Chicago,PROD-5766,Office Chair,Office Supplies,Tables,417.94,2,0.11,37.61,58.83,COD,Low
ORD-10704,2023-12-06,2023-12-08,CUST-979,Customer_90,Consumer,East,California,Houston,PROD-6362,Office Chair,Office Supplies,Chairs,4887.98,4,0.18,97.76,50.85,COD,High
ORD-10705,2023-12-07,2023-12-09,CUST-828,Customer_174,Consumer,South,Texas,Houston,PROD-6192,Laptop,Office Supplies,Phones,4225.76,5,0.03,718.38,18.39,COD,Medium
ORD-10706,2023-12-08,2023-12-10,CUST-441,Customer_122,Home Office,South,New York,Los Angeles,PROD-7622,Laptop,Furniture,Tables,932.34,4,0.11,83.91,33.21,UPI,Low
ORD-10707,2023-12-09,2023-12-11,CUST-496,Customer_143,Corporate,West,Texas,New York City,PROD-7093,Laptop,Technology,Tables,4527.8,4,0.31,-498.06,40.09,UPI,Low
ORD-10708,2023-12-10,2023-12-12,CUST-798,Customer_106,Home Office,South,Texas,Los Angeles,PROD-7704,Printer,Furniture,Tables,1736.3,9,0.06,243.08,36.45,COD,High
ORD-10709,2023-12-11,2023-12-13,CUST-118,Customer_123,Consumer,Central,California,Houston,PROD-1100,Desk,Office Supplies,Storage,1916.7,2,0.26,-115.0,18.37,UPI,High
ORD-10710,2023-12-12,2023-12-14,CUST-276,Customer_9,Home Office,West,Texas,Houston,PROD-7657,Storage Box,Furniture,Accessories,4536.64,6,0.37,-771.23,74.33,COD,Low
ORD-10711,2023-12-13,2023-12-15,CUST-711,Customer_262,Home Office,East,Florida,Miami,PROD-6875,Desk,Technology,Chairs,2674.07,8,0.27,-187.18,62.17,Credit Card,High
ORD-10712,2023-12-14,2023-12-16,CUST-495,Customer_73,Consumer,East,Texas,Chicago,PROD-5271,Desk,Furniture,Accessories,731.93,8,0.32,-87.83,41.1,COD,Medium
ORD-10713,2023-12-15,2023-12-17,CUST-544,Customer_223,Home Office,Central,New York,Houston,PROD-1237,Printer,Office Supplies,Accessories,1876.83,7,0.04,300.29,56.0,Credit Card,Low
ORD-10714,2023-12-16,2023-12-18,CUST-332,Customer_41,Home Office,East,New York,Los Angeles,PROD-8226,Monitor,Technology,Accessories,3624.38,4,0.1,362.44,72.3,Credit Card,High
ORD-10715,2023-12-17,2023-12-19,CUST-175,Customer_204,Corporate,South,Illinois,Los Angeles,PROD-9032,Monitor,Furniture,Tables,912.21,7,0.36,-145.95,15.21,Credit Card,Low
ORD-10716,2023-12-18,2023-12-20,CUST-364,Customer_264,Corporate,South,New York,Chicago,PROD-6218,Printer,Furniture,Accessories,2971.64,6,0.29,-267.45,23.78,COD,High
ORD-10717,2023-12-19,2023-12-21,CUST-554,Customer_178,Consumer,Central,Texas,Chicago,PROD-5025,Laptop,Technology,Storage,3491.61,6,0.26,-209.5,45.7,COD,High
ORD-10718,2023-12-20,2023-12-22,CUST-895,Customer_84,Consumer,East,New York,Miami,PROD-7073,Office Chair,Technology,Phones,1752.08,2,0.27,-122.65,64.93,UPI,Medium
ORD-10719,2023-12-21,2023-12-23,CUST-817,Customer_111,Consumer,East,California,New York City,PROD-3542,Phone,Office Supplies,Tables,3484.71,8,0.17,104.54,7.72,UPI,High
ORD-10720,2023-12-22,2023-12-24,CUST-834,Customer_251,Corporate,Central,New York,Los Angeles,PROD-2537,Phone,Technology,Chairs,4426.83,8,0.02,796.83,78.8,Credit Card,High
ORD-10721,2023-12-23,2023-12-25,CUST-483,Customer_7,Consumer,West,Florida,Chicago,PROD-1754,Storage Box,Office Supplies,Phones,2386.98,7,0.31,-262.57,39.12,COD,High
ORD-10722,2023-12-24,2023-12-26,CUST-663,Customer_84,Consumer,East,California,Los Angeles,PROD-8396,Office Chair,Furniture,Phones,1945.4,9,0.27,-136.18,31.94,UPI,Medium
ORD-10723,2023-12-25,2023-12-27,CUST-950,Customer_208,Consumer,West,Illinois,Chicago,PROD-8823,Storage Box,Office Supplies,Phones,1293.23,8,0.19,12.93,26.95,UPI,High
ORD-10724,2023-12-26,2023-12-28,CUST-605,Customer_22,Corporate,East,Florida,Houston,PROD-6507,Laptop,Furniture,Accessories,3040.82,9,0.36,-486.53,18.08,UPI,High
ORD-10725,2023-12-27,2023-12-29,CUST-466,Customer_3,Home Office,East,Texas,Los Angeles,PROD-5235,Storage Box,Technology,Accessories,4405.27,9,0.13,308.37,64.37,COD,High
ORD-10726,2023-12-28,2023-12-30,CUST-243,Customer_127,Consumer,East,Texas,Houston,PROD-1540,Office Chair,Furniture,Tables,1657.07,6,0.12,132.57,76.66,UPI,Low
ORD-10727,2023-12-29,2023-12-31,CUST-984,Customer_297,Home Office,East,Texas,Los Angeles,PROD-6510,Office Chair,Technology,Accessories,2011.37,2,0.35,-301.71,36.02,Credit Card,Medium
ORD-10728,2023-12-30,2024-01-01,CUST-168,Customer_188,Consumer,South,Florida,New York City,PROD-9461,Phone,Furniture,Accessories,2062.8,7,0.32,-247.54,76.43,COD,Low
ORD-10729,2023-12-31,2024-01-02,CUST-198,Customer_14,Home Office,West,Florida,Miami,PROD-8926,Monitor,Furniture,Accessories,2826.02,3,0.21,-28.26,66.78,UPI,Medium
ORD-10730,2024-01-01,2024-01-03,CUST-495,Customer_12,Corporate,West,Florida,Houston,PROD-6131,Laptop,Furniture,Tables,1180.62,7,0.05,177.09,41.08,UPI,Medium
ORD-10731,2024-01-02,2024-01-04,CUST-124,Customer_87,Corporate,East,California,Chicago,PROD-9697,Printer,Furniture,Tables,4119.95,9,0.09,453.19,55.55,COD,Low
ORD-10732,2024-01-03,2024-01-05,CUST-990,Customer_12,Consumer,East,California,New York City,PROD-2129,Storage Box,Office Supplies,Storage,1513.23,2,0.26,-90.79,37.62,UPI,Medium
ORD-10733,2024-01-04,2024-01-06,CUST-568,Customer_25,Home Office,West,Texas,Los Angeles,PROD-4145,Phone,Furniture,Storage,3541.55,6,0.15,177.08,46.9,UPI,Medium
ORD-10734,2024-01-05,2024-01-07,CUST-583,Customer_243,Corporate,South,New York,Houston,PROD-9553,Storage Box,Office Supplies,Storage,2590.42,6,0.33,-336.75,9.35,Credit Card,Low
ORD-10735,2024-01-06,2024-01-08,CUST-664,Customer_122,Consumer,Central,Texas,Los Angeles,PROD-4720,Storage Box,Technology,Storage,2950.19,9,0.38,-531.03,57.22,COD,High
ORD-10736,2024-01-07,2024-01-09,CUST-250,Customer_147,Consumer,Central,Illinois,Los Angeles,PROD-5067,Printer,Technology,Phones,939.06,9,0.32,-112.69,8.96,UPI,Medium
ORD-10737,2024-01-08,2024-01-10,CUST-243,Customer_55,Corporate,West,California,Los Angeles,PROD-5195,Laptop,Office Supplies,Phones,3688.36,5,0.15,184.42,66.28,COD,Low
